"","species","size","rep","model","auc","RMSEWeighted","TjursR2","PC1_rankCor","PC3_rankCor","Rhat","pr_integral","varPC2Response","pos"
"517","broad_avg","16","rep33","glm",0.68017578125,0.940274977682193,0.0230210154705843,0.998556263385179,0.980849722158119,NA,0.689952605275152,0.0243277653348244,3.84
"533","broad_avg","16","rep34","glm",0.60498046875,0.939550364769424,0.0121387228579907,0.400900090009001,0.885988598859886,NA,0.581981618831177,0.017112494984312,3.84
"549","broad_avg","16","rep35","glm",0.51123046875,0.959972671232819,-0.00189441236337646,0.979309930993099,-0.915895589558956,NA,0.482131279023796,0.0252966383928634,3.84
"565","broad_avg","16","rep36","glm",0.59814453125,0.945772234215064,0.0117206601251341,0.979335010875258,0.995697441115467,NA,0.552047946908877,0.127799412670854,3.84
"581","broad_avg","16","rep37","glm",0.5947265625,0.943494945957479,0.0112086268754412,0.99843903128922,0.989353160612539,NA,0.572294004096777,0.0404274480828041,3.84
"597","broad_avg","16","rep38","glm",0.573486328125,0.944002646005596,0.0124570372909687,0.940060755637683,0.885988598859886,NA,0.580224854213436,0.00355477169851872,3.84
"613","broad_avg","16","rep39","glm",0.59765625,0.939879511803127,0.0127939991688668,0.992120628606342,0.983830398251343,NA,0.534155190011478,0.0585296052426073,3.84
"629","broad_avg","16","rep40","glm",0.684814453125,0.940255019270263,0.0204158699280483,0.98958038260261,0.887188718871887,NA,0.590019655631292,0.0223650366170888,3.84
"645","broad_avg","16","rep41","glm",0.612548828125,0.943434121125135,0.01087581888803,0.976237623762376,0.885988598859886,NA,0.563346391594636,0.00633839886831607,3.84
"661","broad_avg","16","rep42","glm",0.51953125,0.948393210692723,-0.00303063810729339,0.938433843384339,0.885988598859886,NA,0.502878387450074,0.100566990442184,3.84
"677","broad_avg","16","rep43","glm",0.623291015625,0.94459457682775,0.0129853739178843,0.986816115518947,-0.724140414041404,NA,0.587688598419627,0.0390398093717618,3.84
"693","broad_avg","16","rep44","glm",0.7177734375,0.938051054660998,0.0260269931531859,0.998907293785643,0.99971197119712,NA,0.634089857919599,0.0407667380335568,3.84
"709","broad_avg","16","rep45","glm",0.63623046875,0.935271001663031,0.0197984643431169,0.965005679222683,0.915319531953195,NA,0.609535677762555,0.137763387731313,3.84
"725","broad_avg","16","rep46","glm",0.595947265625,0.94079896649252,0.011851838783402,0.993908841634155,0.998835883588359,NA,0.522720800532624,0.0253517870732513,3.84
"741","broad_avg","16","rep47","glm",0.633056640625,0.936698512126557,0.0212881107770445,0.98514148905631,0.00561656165616562,NA,0.635940660501542,0.0901713147886609,3.84
"757","broad_avg","16","rep48","glm",0.60205078125,0.939813458895431,0.0121915612662361,0.997535655998672,-0.893381338133813,NA,0.579994142213628,0.0405130216584081,3.84
"773","broad_avg","16","rep49","glm",0.614013671875,0.938223160256837,0.0137702408089953,0.991185272703586,0.964788478847885,NA,0.605701560228271,0.028789014717142,3.84
"789","broad_avg","16","rep50","glm",0.607177734375,0.937827621869589,0.0129800666719546,0.989312185041553,0.958091809180918,NA,0.595985313829677,0.0342800695213646,3.84
"805","broad_avg","16","rep51","glm",0.683349609375,0.945702543740252,0.0219449086141398,0.996001607388358,0.982267345862357,NA,0.610794170324749,0.0532142589596412,3.84
"821","broad_avg","16","rep52","glm",0.562744140625,0.946371709825226,0.00502390616390394,-0.998031803180318,0.99971197119712,NA,0.519216502719804,0.0183971283236539,3.84
"837","broad_avg","16","rep53","glm",0.617919921875,0.942573092805556,0.0159243083699739,0.9599399939994,0.995343534353435,NA,0.622325996787262,0.0377715087547066,3.84
"853","broad_avg","16","rep54","glm",0.6025390625,0.935019662526781,0.0111059867251468,0.99807798982212,0.818109810981098,NA,0.561274614602805,0.0458507901127411,3.84
"869","broad_avg","16","rep55","glm",0.568115234375,0.945711921107534,0.00665554370137166,1,0.992727272727273,NA,0.553543794206973,0.0442269227674591,3.84
"885","broad_avg","16","rep56","glm",0.57861328125,0.943226532203102,0.00606331263469111,-0.998931727803755,0.885988598859886,NA,0.528860590525406,0.0505830313786635,3.84
"901","broad_avg","16","rep57","glm",0.662353515625,0.943112440505654,0.0171379362857789,0.949090909090909,0.998883888388839,NA,0.591760906705321,0.0234711711632291,3.84
"917","broad_avg","16","rep58","glm",0.63720703125,0.947029676896016,0.0130158805020946,0.978299646321463,-0.844980498049805,NA,0.602715428312332,0.0384836867110728,3.84
"933","broad_avg","16","rep59","glm",0.68603515625,0.945328329697868,0.0102736283012271,0.997863786378638,0.976429642964296,NA,0.661330403749038,0.0160718795091298,3.84
"949","broad_avg","16","rep60","glm",0.4761962890625,0.955555411760723,-0.01599824451778,0.985720884269803,0.913203172961426,NA,0.448012951906461,0.178896529089896,3.84
"965","broad_avg","16","rep61","glm",0.526611328125,0.948844834480186,0.00154916992256023,0.997863786378638,0.994832817696649,NA,0.514418199747331,0.0839539676241151,3.84
"981","broad_avg","16","rep62","glm",0.691162109375,0.934249955631941,0.0198051826465336,0.997863786378638,0.992727272727273,NA,0.657811673836761,0.0636431651040185,3.84
"997","broad_avg","16","rep63","glm",0.616943359375,0.944522705300736,0.00810091987119843,0.976297629762976,0.976429642964296,NA,0.568633722403555,0.0268031624593039,3.84
"1013","broad_avg","16","rep64","glm",0.648193359375,0.932081495494224,0.022219588538799,0.993153729824739,0.976790247386374,NA,0.611250821008402,0.125169823730736,3.84
"1029","broad_avg","16","rep65","glm",0.619384765625,0.951850718775159,0.0119940413352165,0.983721182876186,0.99971197119712,NA,0.56191410995675,0.0275768022682831,3.84
